UAR Code,Principal / Duplicate
TNS_1579_V,DUPLICATE
TNS_1580_V,DUPLICATE
TNS_1581_V,DUPLICATE
TNS_1582_V,DUPLICATE
TNS_1583_V,DUPLICATE
TNS_1584_V,DUPLICATE
TNS_1585_V,DUPLICATE
TNS_1586_V,DUPLICATE
TNS_1587_V,DUPLICATE
TNS_1588_V,DUPLICATE
TNS_1589_V,DUPLICATE
TNS_1590_V,DUPLICATE
TNS_1591_V,DUPLICATE
TNS_1592_V,DUPLICATE
TNS_1593_V,DUPLICATE
TNS_1594_V,DUPLICATE
TNS_1595_V,DUPLICATE
TNS_1596_V,DUPLICATE
TNS_1597_V,DUPLICATE
TNS_1598_V,DUPLICATE
TNS_1599_V,DUPLICATE
TNS_1600_V,DUPLICATE
TNS_1601_V,DUPLICATE
TNS_1602_V,DUPLICATE
TNS_1603_V,DUPLICATE
TNS_1604_V,DUPLICATE
TNS_1605_V,DUPLICATE
TNS_1606_V,DUPLICATE
TNS_1607_V,DUPLICATE
TNS_1608_V,DUPLICATE
TNS_1609_V,DUPLICATE
TNS_1610_V,DUPLICATE
TNS_1611_V,DUPLICATE
TNS_1612_V,DUPLICATE
TNS_1613_V,DUPLICATE
TNS_1614_V,DUPLICATE
TNS_1615_V,DUPLICATE
TNS_1616_V,DUPLICATE
TNS_1617_V,DUPLICATE
TNS_1618_V,DUPLICATE
TNS_1619_V,DUPLICATE
TNS_1620_V,DUPLICATE
TNS_1621_V,DUPLICATE
TNS_1622_V,DUPLICATE
TNS_1623_V,DUPLICATE
TNS_1624_V,DUPLICATE
TNS_1625_V,DUPLICATE
TNS_1626_V,DUPLICATE
TNS_1627_V,DUPLICATE
TNS_1628_V,DUPLICATE
TNS_1629_V,DUPLICATE
TNS_1630_V,DUPLICATE
TNS_1631_V,DUPLICATE
TNS_1632_V,DUPLICATE
TNS_1633_V,DUPLICATE
TNS_1634_V,DUPLICATE
TNS_1635_V,DUPLICATE
TNS_1636_V,DUPLICATE
TNS_1637_V,DUPLICATE
TNS_1638_V,DUPLICATE
TNS_1639_V,DUPLICATE
TNS_1640_V,DUPLICATE
TNS_1641_V,DUPLICATE
TNS_1642_V,DUPLICATE
TNS_1643_V,DUPLICATE
TNS_1644_V,DUPLICATE
TNS_1645_V,DUPLICATE
TNS_1646_V,DUPLICATE
TNS_1647_V,DUPLICATE
TNS_1648_V,DUPLICATE
TNS_1649_V,DUPLICATE
TNS_1650_V,DUPLICATE
TNS_1651_V,DUPLICATE
TNS_1652_V,DUPLICATE
TNS_1653_V,DUPLICATE
TNS_1654_V,DUPLICATE
TNS_1655_V,DUPLICATE
TNS_1656_V,DUPLICATE
TNS_1657_V,DUPLICATE
TNS_1658_V,DUPLICATE
TNS_1659_V,DUPLICATE
TNS_1660_V,DUPLICATE
TNS_1661_V,PRINCIPAL
TNS_1662_I,DUPLICATE
TNS_1663_I,DUPLICATE
TNS_1664_I,DUPLICATE
TNS_1665_I,DUPLICATE
TNS_1666_I,DUPLICATE
TNS_1667_V,DUPLICATE
TNS_1668_V,DUPLICATE
TNS_1669_V,DUPLICATE
TNS_1670_V,DUPLICATE
TNS_1671_V,DUPLICATE
TNS_1672_V,DUPLICATE
TNS_1673_V,DUPLICATE
TNS_1674_V,DUPLICATE
TNS_1675_V,DUPLICATE
TNS_1676_V,DUPLICATE
TNS_1677_V,DUPLICATE
TNS_1678_V,DUPLICATE
TNS_1679_V,DUPLICATE
TNS_1680_V,DUPLICATE
TNS_1681_V,DUPLICATE
TNS_1682_V,PRINCIPAL
TNS_1683_V,PRINCIPAL
TNS_1684_V,PRINCIPAL
TNS_1685_I,DUPLICATE
TNS_1686_I,DUPLICATE
TNS_1687_I,DUPLICATE
TNS_1688_I,DUPLICATE
TNS_1689_I,DUPLICATE
TNS_1690_I,DUPLICATE
TNS_1691_I,DUPLICATE
TNS_1692_I,DUPLICATE
TNS_1693_I,DUPLICATE
TNS_1694_I,DUPLICATE
TNS_1695_I,DUPLICATE
TNS_1696_I,DUPLICATE
TNS_1697_I,DUPLICATE
TNS_1698_I,DUPLICATE
TNS_1699_I,DUPLICATE
TNS_1700_I,DUPLICATE
TNS_1701_I,DUPLICATE
TNS_1702_I,DUPLICATE
TNS_1703_I,DUPLICATE
TNS_1704_I,DUPLICATE
TNS_1705_I,DUPLICATE
TNS_1706_I,DUPLICATE
TNS_1707_I,DUPLICATE
TNS_1708_I,DUPLICATE
TNS_1709_I,DUPLICATE
TNS_1710_I,DUPLICATE
TNS_1711_I,DUPLICATE
TNS_1712_I,DUPLICATE
TNS_1713_V,DUPLICATE
TNS_1714_V,DUPLICATE
TNS_1715_V,DUPLICATE
TNS_1716_V,DUPLICATE
TNS_1717_V,DUPLICATE
TNS_1718_V,DUPLICATE
TNS_1719_V,DUPLICATE
TNS_1720_V,DUPLICATE
TNS_1721_V,DUPLICATE
TNS_1722_V,DUPLICATE
TNS_1723_V,DUPLICATE
TNS_1724_V,DUPLICATE
TNS_1725_V,DUPLICATE
TNS_1726_V,DUPLICATE
TNS_1727_V,DUPLICATE
TNS_1728_V,DUPLICATE
TNS_1729_I,DUPLICATE
TNS_1730_I,DUPLICATE
TNS_1731_V,DUPLICATE
TNS_1732_V,DUPLICATE
TNS_1733_I,DUPLICATE
TNS_1734_I,DUPLICATE
TNS_1735_I,DUPLICATE
TNS_1736_I,DUPLICATE
TNS_1737_I,DUPLICATE
TNS_1738_I,DUPLICATE
TNS_1739_I,DUPLICATE
TNS_1740_I,DUPLICATE
TNS_1741_I,DUPLICATE
TNS_1742_I,DUPLICATE
TNS_1743_I,DUPLICATE
TNS_1744_I,DUPLICATE
TNS_1745_I,DUPLICATE
TNS_1746_I,DUPLICATE
TNS_1747_I,DUPLICATE
TNS_1748_I,DUPLICATE
TNS_1749_I,DUPLICATE
TNS_1750_I,DUPLICATE
TNS_1751_I,DUPLICATE
TNS_1752_I,DUPLICATE
TNS_1753_I,DUPLICATE
TNS_1754_I,DUPLICATE
TNS_1755_I,DUPLICATE
TNS_1756_I,DUPLICATE
TNS_1757_I,DUPLICATE
TNS_1758_I,DUPLICATE
TNS_1759_I,DUPLICATE
TNS_1760_I,DUPLICATE
TNS_1761_I,DUPLICATE
TNS_1762_I,DUPLICATE
TNS_1763_V,PRINCIPAL
TNS_1764_V,PRINCIPAL
TNS_1765_V,PRINCIPAL
TNS_1766_V,PRINCIPAL
TNS_1767_V,PRINCIPAL
TNS_1768_V,PRINCIPAL
TNS_1769_V,PRINCIPAL
TNS_1770_V,PRINCIPAL
TNS_1771_V,PRINCIPAL
TNS_1772_V,PRINCIPAL
TNS_1773_I,DUPLICATE
TNS_1774_I,DUPLICATE
TNS_1775_I,DUPLICATE
TNS_1776_I,DUPLICATE
TNS_1777_I,DUPLICATE
TNS_1778_I,DUPLICATE
TNS_1779_I,DUPLICATE
TNS_1780_I,DUPLICATE
TNS_1781_V,DUPLICATE
TNS_1782_V,DUPLICATE
TNS_1783_V,DUPLICATE
TNS_1784_V,DUPLICATE
TNS_1785_V,DUPLICATE
TNS_1786_V,DUPLICATE
TNS_1787_V,DUPLICATE
TNS_1788_V,DUPLICATE
TNS_1789_V,DUPLICATE
TNS_1790_V,DUPLICATE
TNS_1791_V,DUPLICATE
TNS_1792_V,DUPLICATE
TNS_1793_V,DUPLICATE
TNS_1794_V,DUPLICATE
TNS_1795_V,DUPLICATE
TNS_1796_V,DUPLICATE
TNS_1797_V,DUPLICATE
TNS_1798_V,DUPLICATE
TNS_1799_V,DUPLICATE
TNS_1800_V,DUPLICATE
TNS_1801_V,DUPLICATE
TNS_1802_V,DUPLICATE
TNS_1803_V,DUPLICATE
TNS_1804_V,DUPLICATE
TNS_1805_V,DUPLICATE
TNS_1806_I,DUPLICATE
TNS_1807_I,DUPLICATE
TNS_1808_I,DUPLICATE
TNS_1809_I,DUPLICATE
TNS_1810_I,DUPLICATE
TNS_1811_I,DUPLICATE
TNS_1812_I,DUPLICATE
TNS_1813_I,DUPLICATE
TNS_1814_I,DUPLICATE
TNS_1815_I,DUPLICATE
TNS_1816_I,DUPLICATE
TNS_1817_I,DUPLICATE
TNS_1818_I,DUPLICATE
TNS_1819_I,DUPLICATE
TNS_1820_I,DUPLICATE
TNS_1821_I,DUPLICATE
TNS_1822_I,DUPLICATE
TNS_1823_I,DUPLICATE
TNS_1824_I,DUPLICATE
TNS_1825_I,DUPLICATE
TNS_1826_I,DUPLICATE
TNS_1827_I,DUPLICATE
TNS_1828_I,DUPLICATE
TNS_1829_I,DUPLICATE
TNS_1830_I,DUPLICATE
TNS_1831_I,DUPLICATE
TNS_1832_I,DUPLICATE
TNS_1833_I,DUPLICATE
TNS_1834_I,DUPLICATE
TNS_1835_I,DUPLICATE
TNS_1836_I,DUPLICATE
TNS_1837_I,DUPLICATE
TNS_1838_I,DUPLICATE
TNS_1839_I,DUPLICATE
TNS_1840_I,DUPLICATE
TNS_1841_I,DUPLICATE
TNS_1842_I,DUPLICATE
TNS_1843_I,DUPLICATE
TNS_1844_I,DUPLICATE
TNS_1845_I,DUPLICATE
TNS_1846_I,DUPLICATE
TNS_1847_I,DUPLICATE
TNS_1848_I,DUPLICATE
TNS_1849_I,DUPLICATE
TNS_1850_I,DUPLICATE
TNS_1851_I,DUPLICATE
TNS_1852_I,DUPLICATE
TNS_1853_I,DUPLICATE
TNS_1854_I,DUPLICATE
TNS_1855_V,DUPLICATE
TNS_1856_V,DUPLICATE
TNS_1857_V,DUPLICATE
TNS_1858_V,DUPLICATE
TNS_1859_V,DUPLICATE
TNS_1860_V,DUPLICATE
TNS_1861_V,DUPLICATE
TNS_1862_V,DUPLICATE
TNS_1863_V,DUPLICATE
TNS_1864_V,DUPLICATE
TNS_1865_V,DUPLICATE
TNS_1866_V,DUPLICATE
TNS_1867_V,DUPLICATE
TNS_1868_V,DUPLICATE
TNS_1869_V,DUPLICATE
TNS_1870_V,DUPLICATE
TNS_1871_V,DUPLICATE
TNS_1872_V,DUPLICATE
TNS_1873_V,DUPLICATE
TNS_1874_V,DUPLICATE
TNS_1875_V,DUPLICATE
TNS_1876_I,DUPLICATE
TNS_1877_I,DUPLICATE
TNS_1878_I,DUPLICATE
TNS_1879_I,DUPLICATE
TNS_1880_I,DUPLICATE
TNS_1881_I,DUPLICATE
TNS_1882_V,DUPLICATE
TNS_1883_V,DUPLICATE
TNS_1884_V,DUPLICATE
TNS_1885_V,DUPLICATE
TNS_1886_V,DUPLICATE
TNS_1887_V,DUPLICATE
TNS_1888_V,DUPLICATE
TNS_1889_I,DUPLICATE
TNS_1890_I,DUPLICATE
TNS_1891_I,DUPLICATE
TNS_1892_I,DUPLICATE
TNS_1893_I,DUPLICATE
TNS_1894_I,DUPLICATE
TNS_1895_I,DUPLICATE
TNS_1896_I,DUPLICATE
TNS_1897_I,DUPLICATE
TNS_1898_I,DUPLICATE
TNS_1899_I,DUPLICATE
TNS_1900_V,DUPLICATE
TNS_1901_V,DUPLICATE
TNS_1902_V,DUPLICATE
TNS_1903_V,DUPLICATE
TNS_1904_I,DUPLICATE
TNS_1905_I,DUPLICATE
TNS_1906_V,DUPLICATE
TNS_1907_V,DUPLICATE
TNS_1908_I,DUPLICATE
TNS_1909_V,DUPLICATE
TNS_1910_I,DUPLICATE
TNS_1911_I,DUPLICATE
TNS_1912_I,DUPLICATE
TNS_1913_V,DUPLICATE
TNS_1914_V,DUPLICATE
TNS_1915_V,DUPLICATE
TNS_1916_V,DUPLICATE
TNS_1917_V,DUPLICATE
TNS_1918_V,DUPLICATE
TNS_1919_V,DUPLICATE
TNS_1920_I,DUPLICATE
TNS_1921_I,DUPLICATE
TNS_1922_V,DUPLICATE
TNS_1923_V,DUPLICATE
TNS_1924_V,DUPLICATE
TNS_1925_I,PRINCIPAL
TNS_1926_V,DUPLICATE
TNS_1927_V,DUPLICATE
TNS_1928_V,DUPLICATE
TNS_1929_V,DUPLICATE
TNS_1930_V,DUPLICATE
TNS_1931_V,DUPLICATE
TNS_1932_V,DUPLICATE
TNS_1933_V,DUPLICATE
TNS_1934_V,DUPLICATE
TNS_1935_V,DUPLICATE
TNS_1936_V,DUPLICATE
TNS_1937_I,DUPLICATE
TNS_1938_I,DUPLICATE
TNS_1939_I,DUPLICATE
TNS_1940_I,DUPLICATE
TNS_1941_I,DUPLICATE
TNS_1942_V,DUPLICATE
TNS_1943_V,DUPLICATE
TNS_1944_V,DUPLICATE
TNS_1945_I,DUPLICATE
TNS_1946_V,DUPLICATE
TNS_1947_V,DUPLICATE
TNS_1948_V,DUPLICATE
TNS_1949_V,DUPLICATE
TNS_1950_V,DUPLICATE
TNS_1951_V,DUPLICATE
TNS_1952_V,DUPLICATE
TNS_1953_V,DUPLICATE
TNS_1954_V,DUPLICATE
TNS_1955_V,DUPLICATE
TNS_1956_V,DUPLICATE
TNS_1957_V,DUPLICATE
TNS_1958_V,DUPLICATE
TNS_1959_V,DUPLICATE
TNS_1960_V,DUPLICATE
TNS_1961_V,DUPLICATE
TNS_1962_V,DUPLICATE
TNS_1963_V,DUPLICATE
TNS_1964_V,DUPLICATE
TNS_1965_V,DUPLICATE
TNS_1966_V,DUPLICATE
TNS_1967_V,DUPLICATE
TNS_1968_V,DUPLICATE
TNS_1969_V,DUPLICATE
TNS_1970_V,PRINCIPAL
TNS_1971_V,PRINCIPAL
TNS_1972_V,PRINCIPAL
TNS_1973_V,PRINCIPAL
TNS_1974_V,PRINCIPAL
TNS_1975_V,PRINCIPAL
TNS_1976_V,PRINCIPAL
TNS_1977_V,PRINCIPAL
TNS_1978_V,PRINCIPAL
TNS_1979_V,PRINCIPAL
TNS_1980_V,PRINCIPAL
TNS_1981_V,PRINCIPAL
TNS_1982_V,PRINCIPAL
TNS_1983_V,PRINCIPAL
TNS_1984_V,PRINCIPAL
TNS_1985_V,PRINCIPAL
TNS_1986_V,PRINCIPAL
TNS_1987_V,PRINCIPAL
TNS_1988_V,PRINCIPAL
TNS_1989_V,PRINCIPAL
TNS_1990_V,PRINCIPAL
TNS_1991_V,PRINCIPAL
TNS_1992_V,PRINCIPAL
TNS_1993_V,PRINCIPAL
TNS_1994_V,PRINCIPAL
TNS_1995_V,PRINCIPAL
TNS_1996_V,PRINCIPAL
TNS_1997_V,PRINCIPAL
TNS_1998_V,PRINCIPAL
TNS_1999_V,PRINCIPAL
TNS_2000_V,PRINCIPAL
TNS_2001_V,PRINCIPAL
TNS_2002_V,PRINCIPAL
TNS_2003_V,PRINCIPAL
TNS_2004_V,PRINCIPAL
TNS_2005_V,PRINCIPAL
TNS_2006_V,PRINCIPAL
TNS_2007_V,PRINCIPAL
TNS_2008_V,PRINCIPAL
TNS_2009_V,PRINCIPAL
TNS_2010_V,PRINCIPAL
TNS_2011_V,PRINCIPAL
TNS_2012_V,PRINCIPAL
TNS_2013_V,PRINCIPAL
TNS_2014_V,PRINCIPAL
TNS_2015_V,PRINCIPAL
TNS_2016_V,PRINCIPAL
TNS_2017_V,PRINCIPAL
TNS_2018_V,PRINCIPAL
TNS_2019_V,PRINCIPAL
TNS_2020_V,PRINCIPAL
TNS_2021_V,PRINCIPAL
TNS_2022_V,PRINCIPAL
TNS_2023_V,PRINCIPAL
TNS_2024_V,PRINCIPAL
TNS_2025_V,PRINCIPAL
TNS_2026_V,PRINCIPAL
TNS_2027_V,PRINCIPAL
TNS_2028_V,PRINCIPAL
TNS_2029_V,PRINCIPAL
TNS_2030_V,PRINCIPAL
TNS_2031_V,PRINCIPAL
TNS_2032_V,PRINCIPAL
TNS_2033_V,PRINCIPAL
TNS_2034_V,PRINCIPAL
TNS_2035_V,PRINCIPAL
TNS_2036_V,PRINCIPAL
TNS_2037_V,PRINCIPAL
TNS_2038_V,PRINCIPAL
TNS_2039_V,PRINCIPAL
TNS_2040_V,PRINCIPAL
TNS_2041_V,PRINCIPAL
TNS_2042_V,PRINCIPAL
TNS_2043_V,PRINCIPAL
TNS_2044_V,PRINCIPAL
TNS_2045_V,PRINCIPAL
TNS_2046_V,PRINCIPAL
TNS_2047_V,PRINCIPAL
TNS_2048_V,PRINCIPAL
TNS_2049_V,PRINCIPAL
TNS_2050_V,PRINCIPAL
TNS_2051_V,PRINCIPAL
TNS_2052_V,PRINCIPAL
TNS_2053_V,PRINCIPAL
TNS_2054_V,PRINCIPAL
TNS_2055_V,PRINCIPAL
TNS_2056_V,PRINCIPAL
TNS_2057_V,PRINCIPAL
TNS_2058_V,PRINCIPAL
TNS_2059_V,PRINCIPAL
TNS_2060_V,PRINCIPAL
TNS_2061_V,PRINCIPAL
TNS_2062_V,PRINCIPAL
TNS_2063_V,PRINCIPAL
TNS_2064_V,PRINCIPAL
TNS_2065_V,PRINCIPAL
TNS_2066_V,PRINCIPAL
TNS_2067_V,PRINCIPAL
TNS_2068_V,PRINCIPAL
TNS_2069_V,PRINCIPAL
TNS_2070_V,PRINCIPAL
TNS_2071_V,PRINCIPAL
TNS_2072_V,PRINCIPAL
TNS_2073_V,PRINCIPAL
TNS_2074_V,PRINCIPAL
TNS_2075_V,PRINCIPAL
TNS_2076_V,PRINCIPAL
TNS_2077_V,PRINCIPAL
TNS_2078_V,PRINCIPAL
TNS_2079_V,PRINCIPAL
TNS_2080_V,DUPLICATE
TNS_2081_V,DUPLICATE
TNS_2082_V,DUPLICATE
TNS_2083_V,DUPLICATE
TNS_2084_V,DUPLICATE
TNS_2085_V,DUPLICATE
TNS_2086_V,DUPLICATE
TNS_2087_V,DUPLICATE
TNS_2088_V,DUPLICATE
TNS_2089_V,DUPLICATE
TNS_2090_V,DUPLICATE
TNS_2091_V,DUPLICATE
TNS_2092_V,DUPLICATE
TNS_2093_V,DUPLICATE
TNS_2094_V,DUPLICATE
TNS_2095_I,DUPLICATE
TNS_2096_D,PRINCIPAL
TNS_2097_I,DUPLICATE
TNS_2098_I,DUPLICATE
TNS_2099_I,DUPLICATE
TNS_2100_I,DUPLICATE
TNS_2101_I,DUPLICATE
TNS_2102_I,DUPLICATE
TNS_2103_I,DUPLICATE
TNS_2104_I,DUPLICATE
TNS_2105_I,DUPLICATE
TNS_2106_I,DUPLICATE
TNS_2107_I,DUPLICATE
TNS_2108_I,DUPLICATE
TNS_2109_I,DUPLICATE
TNS_2110_I,DUPLICATE
TNS_2111_I,DUPLICATE
TNS_2112_I,DUPLICATE
TNS_2113_I,DUPLICATE
TNS_2114_I,DUPLICATE
TNS_2115_I,DUPLICATE
TNS_2116_I,DUPLICATE
TNS_2117_I,DUPLICATE
TNS_2118_I,DUPLICATE
TNS_2119_I,DUPLICATE
TNS_2120_I,DUPLICATE
TNS_2121_I,DUPLICATE
TNS_2122_I,DUPLICATE
TNS_2123_I,DUPLICATE
TNS_2124_I,DUPLICATE
TNS_2125_I,DUPLICATE
TNS_2126_I,DUPLICATE
TNS_2127_I,DUPLICATE
TNS_2128_I,DUPLICATE
TNS_2129_I,DUPLICATE
TNS_2130_I,DUPLICATE
TNS_2131_I,DUPLICATE
TNS_2132_I,PRINCIPAL
TNS_2133_I,PRINCIPAL
TNS_2134_I,PRINCIPAL
TNS_2135_I,PRINCIPAL
TNS_2136_I,PRINCIPAL
TNS_2137_I,PRINCIPAL
TNS_2138_I,DUPLICATE
TNS_2139_I,DUPLICATE
TNS_2140_V,DUPLICATE
TNS_2141_V,DUPLICATE
TNS_2142_V,PRINCIPAL
TNS_2143_V,PRINCIPAL
TNS_2144_V,PRINCIPAL
TNS_2145_V,DUPLICATE
TNS_2146_V,DUPLICATE
TNS_2147_V,DUPLICATE
TNS_2148_I,DUPLICATE
TNS_2149_I,DUPLICATE
TNS_2150_V,DUPLICATE
TNS_2151_V,DUPLICATE
TNS_2152_V,DUPLICATE
TNS_2153_V,DUPLICATE
TNS_2154_V,DUPLICATE
TNS_2155_V,DUPLICATE
TNS_2156_I,DUPLICATE
TNS_2157_I,DUPLICATE
TNS_2158_V,DUPLICATE
TNS_2159_V,DUPLICATE
TNS_2160_V,DUPLICATE
TNS_2161_V,DUPLICATE
TNS_2162_V,DUPLICATE
TNS_2163_V,DUPLICATE
TNS_2164_V,DUPLICATE
TNS_2165_V,DUPLICATE
TNS_2166_V,DUPLICATE
TNS_2167_V,DUPLICATE
TNS_2168_V,DUPLICATE
TNS_2169_V,DUPLICATE
TNS_2170_V,DUPLICATE
TNS_2171_V,DUPLICATE
TNS_2172_V,DUPLICATE
TNS_2173_V,DUPLICATE
TNS_2174_V,DUPLICATE
TNS_2175_V,DUPLICATE
TNS_2176_V,DUPLICATE
TNS_2177_V,DUPLICATE
TNS_2178_V,DUPLICATE
TNS_2179_V,DUPLICATE
TNS_2180_V,DUPLICATE
TNS_2181_V,DUPLICATE
TNS_2182_V,DUPLICATE
TNS_2183_V,DUPLICATE
TNS_2184_V,DUPLICATE
TNS_2185_V,DUPLICATE
TNS_2186_V,DUPLICATE
TNS_2187_V,DUPLICATE
TNS_2188_V,DUPLICATE
TNS_2189_V,DUPLICATE
TNS_2190_V,DUPLICATE
TNS_2191_V,DUPLICATE
TNS_2192_V,DUPLICATE
TNS_2193_V,DUPLICATE
TNS_2194_V,DUPLICATE
TNS_2195_V,DUPLICATE
TNS_2196_V,DUPLICATE
TNS_2197_V,DUPLICATE
TNS_2198_V,DUPLICATE
TNS_2199_V,DUPLICATE
TNS_2200_V,DUPLICATE
TNS_2201_V,DUPLICATE
TNS_2202_V,DUPLICATE
TNS_2203_V,DUPLICATE
TNS_2204_V,DUPLICATE
TNS_2205_V,DUPLICATE
TNS_2206_V,DUPLICATE
TNS_2207_V,DUPLICATE
TNS_2208_V,DUPLICATE
TNS_2209_V,DUPLICATE
TNS_2210_V,DUPLICATE
TNS_2211_V,DUPLICATE
TNS_2212_V,DUPLICATE
TNS_2213_V,DUPLICATE
TNS_2214_V,DUPLICATE
TNS_2215_V,DUPLICATE
TNS_2216_V,DUPLICATE
TNS_2217_V,DUPLICATE
TNS_2218_V,DUPLICATE
TNS_2219_V,DUPLICATE
TNS_2220_V,DUPLICATE
TNS_2221_V,DUPLICATE
TNS_2222_V,DUPLICATE
TNS_2223_V,DUPLICATE
TNS_2224_V,DUPLICATE
TNS_2225_V,DUPLICATE
TNS_2226_V,DUPLICATE
TNS_2227_V,DUPLICATE
TNS_2228_V,DUPLICATE
TNS_2229_V,DUPLICATE
TNS_2230_V,DUPLICATE
TNS_2231_V,DUPLICATE
TNS_2232_V,DUPLICATE
TNS_2233_V,DUPLICATE
TNS_2234_V,DUPLICATE
TNS_2235_V,DUPLICATE
TNS_2236_V,DUPLICATE
TNS_2237_I,DUPLICATE
TNS_2238_I,DUPLICATE
TNS_2239_I,DUPLICATE
TNS_2240_V,DUPLICATE
TNS_2241_I,DUPLICATE
TNS_2242_I,DUPLICATE
TNS_2243_I,DUPLICATE
TNS_2244_I,DUPLICATE
TNS_2245_I,DUPLICATE
TNS_2246_I,DUPLICATE
TNS_2247_I,DUPLICATE
TNS_2248_I,DUPLICATE
TNS_2249_I,DUPLICATE
TNS_2250_I,DUPLICATE
TNS_2251_I,DUPLICATE
TNS_2252_I,DUPLICATE
TNS_2253_I,DUPLICATE
TNS_2254_I,DUPLICATE
TNS_2255_I,DUPLICATE
TNS_2256_V,DUPLICATE
TNS_2257_V,DUPLICATE
TNS_2258_V,DUPLICATE
TNS_2259_V,DUPLICATE
TNS_2260_I,DUPLICATE
TNS_2261_I,DUPLICATE
TNS_2262_I,DUPLICATE
TNS_2263_I,DUPLICATE
TNS_2264_I,DUPLICATE
TNS_2265_I,DUPLICATE
TNS_2266_I,DUPLICATE
TNS_2267_I,DUPLICATE
TNS_2268_I,DUPLICATE
TNS_2269_I,DUPLICATE
TNS_2270_I,DUPLICATE
TNS_2271_I,DUPLICATE
TNS_2272_I,DUPLICATE
TNS_2273_I,DUPLICATE
TNS_2274_I,DUPLICATE
TNS_2275_I,DUPLICATE
TNS_2276_I,DUPLICATE
TNS_2277_I,DUPLICATE
TNS_2278_I,DUPLICATE
TNS_2279_I,DUPLICATE
TNS_2280_I,DUPLICATE
TNS_2281_I,DUPLICATE
TNS_2282_I,DUPLICATE
TNS_2283_I,DUPLICATE
TNS_2284_I,DUPLICATE
TNS_2285_I,DUPLICATE
TNS_2286_I,DUPLICATE
TNS_2287_I,DUPLICATE
TNS_2288_I,DUPLICATE
TNS_2289_I,DUPLICATE
TNS_2290_I,DUPLICATE
TNS_2291_I,DUPLICATE
TNS_2292_I,DUPLICATE
TNS_2293_I,DUPLICATE
TNS_2294_I,DUPLICATE
TNS_2295_I,DUPLICATE
TNS_2296_V,DUPLICATE
TNS_2297_V,DUPLICATE
TNS_2298_V,DUPLICATE
TNS_2299_V,DUPLICATE
TNS_2300_V,DUPLICATE
TNS_2301_V,DUPLICATE
TNS_2302_V,DUPLICATE
TNS_2303_V,DUPLICATE
TNS_2304_V,DUPLICATE
TNS_2305_V,DUPLICATE
TNS_2306_V,DUPLICATE
TNS_2307_V,DUPLICATE
TNS_2308_V,DUPLICATE
TNS_2309_V,DUPLICATE
TNS_2310_V,DUPLICATE
TNS_2311_V,DUPLICATE
TNS_2312_V,DUPLICATE
TNS_2313_V,DUPLICATE
TNS_2314_V,DUPLICATE
TNS_2315_V,DUPLICATE
TNS_2316_V,DUPLICATE
TNS_2317_V,DUPLICATE
TNS_2318_V,DUPLICATE
TNS_2319_V,DUPLICATE
TNS_2320_V,DUPLICATE
TNS_2321_V,DUPLICATE
TNS_2322_V,DUPLICATE
TNS_2323_V,DUPLICATE
TNS_2324_I,DUPLICATE
TNS_2325_I,DUPLICATE
TNS_2326_I,DUPLICATE
TNS_2327_I,DUPLICATE
TNS_2328_I,DUPLICATE
TNS_2329_I,DUPLICATE
TNS_2330_I,DUPLICATE
TNS_2331_I,DUPLICATE
TNS_2332_I,DUPLICATE
TNS_2333_I,DUPLICATE
TNS_2334_V,DUPLICATE
TNS_2335_V,DUPLICATE
TNS_2336_V,DUPLICATE
TNS_2337_V,DUPLICATE
TNS_2338_V,DUPLICATE
TNS_2339_V,DUPLICATE
TNS_2340_V,DUPLICATE
TNS_2341_V,DUPLICATE
TNS_2342_V,DUPLICATE
TNS_2343_V,DUPLICATE
TNS_2344_V,DUPLICATE
TNS_2345_V,DUPLICATE
TNS_2346_V,DUPLICATE
TNS_2347_V,DUPLICATE
TNS_2348_V,DUPLICATE
TNS_2349_V,DUPLICATE
TNS_2350_V,DUPLICATE
TNS_2351_V,DUPLICATE
TNS_2352_V,DUPLICATE
TNS_2353_I,DUPLICATE
TNS_2354_I,DUPLICATE
TNS_2355_I,DUPLICATE
TNS_2356_I,DUPLICATE
TNS_2357_I,DUPLICATE
TNS_2358_I,DUPLICATE
TNS_2359_I,DUPLICATE
TNS_2360_V,PRINCIPAL
TNS_2361_V,PRINCIPAL
TNS_2362_V,PRINCIPAL
TNS_2363_V,PRINCIPAL
TNS_2364_V,PRINCIPAL
TNS_2365_V,PRINCIPAL
TNS_2366_V,PRINCIPAL
TNS_2367_V,PRINCIPAL
TNS_2368_I,DUPLICATE
TNS_2369_V,PRINCIPAL
TNS_2370_V,PRINCIPAL
TNS_2371_V,PRINCIPAL
TNS_2372_V,PRINCIPAL
TNS_2373_V,PRINCIPAL
TNS_2374_V,PRINCIPAL
TNS_2375_V,PRINCIPAL
TNS_2376_V,PRINCIPAL
TNS_2377_V,PRINCIPAL
TNS_2378_V,PRINCIPAL
TNS_2379_V,PRINCIPAL
TNS_2380_V,DUPLICATE
TNS_2381_V,DUPLICATE
TNS_2382_V,DUPLICATE
TNS_2383_V,DUPLICATE
TNS_2384_V,DUPLICATE
TNS_2385_I,DUPLICATE
TNS_2386_I,DUPLICATE
TNS_2387_V,DUPLICATE
TNS_2388_V,DUPLICATE
TNS_2389_V,DUPLICATE
TNS_2390_V,DUPLICATE
TNS_2391_V,DUPLICATE
